player_id	player_name	category	as_of_ym	slot	brand	model	spec	shaft	source_name	source_url	verified
justin_thomas	Justin Thomas	wedges	2025-09	46	Titleist	Vokey SM10	46-10F @47.5	DG TI X100	GolfWRX	https://www.golfwrx.com/765715/justin-thomas-witb-2025-september/	TRUE
justin_thomas	Justin Thomas	wedges	2025-09	52	Titleist	Vokey SM10	52-12F @52.5	DG TI X100	GolfWRX	https://www.golfwrx.com/765715/justin-thomas-witb-2025-september/	TRUE
